Fundo,CNPJ,Critério,Chave,Limite/regra,Monitorabilidade IME,Métrica IME / proxy,Condição de alerta sugerida,Observação técnica,Fonte,Status curadoria,cnpj_digits,percent_value,all_percent_values_from_observation,rule_text,setor_n1,setor_n2,confidence,evidence,rule_id,subordination_pct_normalized,subordination_normalization_note,subordination_valid_for_common_level
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | dores. 3.16 Não existe, por parte do Fundo, da Administradora , da Gestora, de quaisquer prestadores de serviços do Fundo ou de terceiros qualquer promessa ou garantia acerca da rentabilidade das aplicações dos recursos da Classe ou relativa à rentabilidade das Cotas. 3.17 O Fundo poderá alocar recursos da Classe em operações em mercados de derivativos, com o exclusivo objetivo de proteção, conforme Política de Hedg…",1002580_regulamento_regulamento_1002580_2025-09-29.pdf · ID 1002580 · 29/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,62588266000154,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Crédito PJ,CCB/Notas comerciais/Capital de giro,alta,ativos_alvo: regex `CEDULAS DE CREDITO BANCARIO`,pj_ccb_notas_comerciais,,sem_percentual_parseavel,False
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | ise 90 Simples Assist. médica por acidente de trabalho 91 Auxílio-doença por acidente do trabalho 94 Auxílio-acidente por acidente do trabalho 95 Auxílio-suplementar por acidente do trabalho (*) 97 Pecúlio por morte acidente de trabalho 98 Abono anual de acidente de trabalho 99 Afastamento até 15 dias por acidente de trabalho Docusign Envelope ID: 58AA139E-7296-46DE-97B7-ADC2E6D91C5B ANEXO X - POLÍTICA DE HEDGE AO R…",1002580_regulamento_regulamento_1002580_2025-09-29.pdf · ID 1002580 · 29/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,62588266000154,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Crédito PJ,CCB/Notas comerciais/Capital de giro,alta,ativos_alvo: regex `CEDULAS DE CREDITO BANCARIO`,pj_ccb_notas_comerciais,,sem_percentual_parseavel,False
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,Limite de concentração,concentration_limits,100%,nao_monitoravel,,Alerta se proxy IME ficar acima de 100%,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público. | Extração local heurística; validar manualmente antes de ativar alerta. | Creditórios elegíveis para aquisição pelo Fundo poderão impactar negativamente na rentabilidade das Cotas em função da impossibilidade de aquisição de Ativos Financeiros com a mesma rentabilidade proporcionada pelos Direitos Creditórios. REGULAMENTO DO SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA, CNPJ/MF 62.626.887/0001-85- DATADO DE 31 DE MARÇO DE 2026 39 (ii) Risco de concentração…",1152823_regulamento_regulamento_1152823_2026-03-31.pdf · ID 1152823 · 31/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,62626887000185,100.0,,100%,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,media,fundo: regex `MEIOS DE PAGAMENTO`,payment_arrangements,100.0,percentual_direto,False
FIDC RANDONCORP SEGMENTO RECEBÍVEIS COMERCIAIS RESPONSABILIDADE LIMITADA,62.690.693/0001-49,Alocação mínima em direitos creditórios,credit_rights_allocation_min,50%,monitoravel,Dir Cred / PL,Alerta se proxy IME ficar abaixo de 50%,"O Informe Mensal traz direitos creditórios e PL. | Extração local heurística; validar manualmente antes de ativar alerta. | u contrato de prestação de serviços. “Alocação Mínima” Significa o percentual mínimo de 50% cinquenta por cento) do Patrimônio Líquido a ser mantido em Direitos Creditórios. Docusign Envelope ID: 43E90E8A-1619-45BC-8A7D-0396F98D78AB REGULAMENTO DO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RANDONCORP SEGMENTO RECEBÍVEIS COMERCIAIS RESPONSABILIDADE LIMITADA – DATADO DE 03/11/2025. Informação Pública ""Alocação Míni…",1028146_regulamento_regulamento_1028146_2025-11-03.pdf · ID 1028146 · 03/11/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,62690693000149,50.0,50,50%,Crédito PJ,Recebíveis comerciais/multissetorial,media,fundo: regex `RECEBIVEIS COMERCIAIS`,receivables_commercial_multisector,50.0,percentual_direto,False
BTG PACTUAL CERES CONFINA FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO RESP LIMITADA,62.696.791/0001-93,Subordinação mínima,subordination_ratio_min,5%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",Alerta se proxy IME ficar abaixo de 5%,"O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | do da divisão do valor do Patrimônio Líquido apurado para o respectivo dia, pelo número de Cotas Seniores em circulação na respectiva data de cálculo; observado que, caso o Valor Unitário calculado no Dia Útil anterior seja distinto para a Subclasse ou Série, referida divisão será realizada ponderando -se os Valores Unitários das Cotas Seniores de cada Subclasse ou Série. 4. Índice de Subordinação Sênior e Excesso d…",1143317_regulamento_regulamento_1143317_2026-03-20.pdf · ID 1143317 · 20/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,62696791000193,5.0,,5%,Agro,Agro,media,fundo: regex `AGRONEGOCIO`,fiagro_or_agro,5.0,percentual_direto,True
ENDURANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.838.025/0001-16,Alocação mínima em direitos creditórios,credit_rights_allocation_min,50%,monitoravel,Dir Cred / PL,Alerta se proxy IME ficar abaixo de 50%,"O Informe Mensal traz direitos creditórios e PL. | Extração local heurística; validar manualmente antes de ativar alerta. | edentes, enquanto prestadores de serviços contratados pelo Gestor em nome da Classe , para cobrar e receber Direitos Creditórios vencidos e não pagos pelos Devedores, conforme os termos e condições do Contrato de Prestação de Serviços de Cobrança. “Alocação Mínima” significa o montante que a Classe deverá alocar, para fins regulatórios, de no mínimo, 50% (cinquenta por cento) de seu Patrimônio Líquido na aquisição d…",1058234_regulamento_regulamento_1058234_2025-12-10.pdf · ID 1058234 · 10/12/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,62838025000116,50.0,50,50%,Crédito PJ,Recebíveis comerciais/multissetorial,media,observacao_tecnica: regex `PRESTACAO DE SERVICOS`,receivables_commercial_multisector,50.0,percentual_direto,False
ENDURANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.838.025/0001-16,Limite de concentração,concentration_limits,60%,nao_monitoravel,,Alerta se proxy IME ficar acima de 60%,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público. | Extração local heurística; validar manualmente antes de ativar alerta. | o de Instrumentos de Pagamento emitidos por Emissores de Cartões. 6.5 Considerando que a Classe é destinada exclusivamente a Investidores Profissionais, a Classe poderá adquirir Direitos Creditórios de um único Devedor ou de empresas pertencentes ao mesmo grupo econômico, conforme facultado pelo art. 52, I, do Anexo Normativo II da Resolução CVM nº 175 , devendo observar o seguinte limite de concentração (“Limites d…",1058234_regulamento_regulamento_1058234_2025-12-10.pdf · ID 1058234 · 10/12/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,62838025000116,60.0,,60%,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,media,observacao_tecnica: regex `INSTRUMENTOS DE PAGAMENTO`,payment_arrangements,60.0,percentual_direto,False
PINE INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63.546.406/0001-94,Subordinação mínima,subordination_ratio_min,"14,50%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %","Alerta se proxy IME ficar abaixo de 14,50%","O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | observado que referido índice deverá corresponder a um percentual mínimo inicialmente de 14,50% (quatorze inteiros e cinquenta centésimos por cento), e que terá como meta o percentual mínimo de 15,50% (quinze inteiros e cinquenta centésimos por cento) . O Índice de Subordinação deverá ser apurado e calculado diariamente pela Gestora. 6.8.3 Durante toda a vigência da Classe Única, deverá ser observado o índice de sub…",1130481_regulamento_regulamento_1130481_2026-03-05.pdf · ID 1130481 · 05/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,63546406000194,14.5,14.5;15.5,"14,50%",Crédito PF,Consignado/INSS,alta,ativos_alvo: regex `\bINSS\b`,payroll_inss_public_private,14.5,percentual_direto,True
PINE INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63.546.406/0001-94,Subordinação mínima,subordination_ratio_min,"9,50%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %","Alerta se proxy IME ficar abaixo de 9,50%","O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | asse, observado que referido índice deverá corresponder a um percentual mínimo inicialmente de 9,50% (nove inteiros e cinquenta centésimos por cento), e que terá como meta o percentual mínimo de 10,50% (dez inteiros e cinquenta centésimos por cento). O Índice de Subordinação Mezanino A deverá ser apurado e calculado diariamente pela Gestora. 6.8.4 Durante toda a vigência da Classe, deverá ser observado o índice de s…",1130481_regulamento_regulamento_1130481_2026-03-05.pdf · ID 1130481 · 05/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,63546406000194,9.5,9.5;10.5,"9,50%",Crédito PF,Consignado/INSS,alta,ativos_alvo: regex `\bINSS\b`,payroll_inss_public_private,9.5,percentual_direto,True
PINE INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63.546.406/0001-94,Alocação mínima em direitos creditórios,credit_rights_allocation_min,67%,monitoravel,Dir Cred / PL,Alerta se proxy IME ficar abaixo de 67%,"O Informe Mensal traz direitos creditórios e PL. | Extração local heurística; validar manualmente antes de ativar alerta. | ITAL LTDA., sociedade limitada com sede na cidade de São Paulo, estado de São Paulo, na Av. Presidente Juscelino Kubitschek, nº 1.830, Torre 4, 4º andar, Conj. 44, CEP 04.543 -900, Vila Nova Conceição, inscrita no CNPJ sob o nº 42.603.664/0001-95. ""Alocação Mínima - Entidade de Investimento"" O percentual mínimo de 67% ( sessenta e sete por cento) do Patrimônio Líquido a ser mantido em Direitos Creditórios. ""Alocação…",1130481_regulamento_regulamento_1130481_2026-03-05.pdf · ID 1130481 · 05/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,63546406000194,67.0,67,67%,Crédito PF,Consignado/INSS,alta,ativos_alvo: regex `\bINSS\b`,payroll_inss_public_private,67.0,percentual_direto,False
PINE INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63.546.406/0001-94,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | Consiste no risco de distorção de preço entre o derivativo e seu ativo objeto, o que pode ocasionar aumento da volatilidade do Fundo, limitar as possibilidades de retornos adicionais nas operações, não produzir os efeitos pretendidos, bem como provocar perdas aos Cotistas. Mesmo para o Fundo, que utiliza derivativos exclusivamente para proteção das posições à vista, existe o risco da posição não representar um ""hedg…",1130481_regulamento_regulamento_1130481_2026-03-05.pdf · ID 1130481 · 05/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,63546406000194,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Crédito PF,Consignado/INSS,alta,ativos_alvo: regex `\bINSS\b`,payroll_inss_public_private,,sem_percentual_parseavel,False
PINE INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63.546.406/0001-94,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | omposta pelo Fluxo de Caixa Modelado e pelas operações de derivativos anteriormente celebradas , referentes à Unidade de Exposição e Proteção. Tal estimativa deve ser feita considerando (1) o cenário de fechamento dos futuros de DI na B3 no último Dia Útil do mês anterior (“Cenário de Mercado ”) e (2) a curva de juros correspondente ao Cenário de Mercado acrescido de 0,10% em cada vértice. 4.5. A ""Ineficiência do He…",1130481_regulamento_regulamento_1130481_2026-03-05.pdf · ID 1130481 · 05/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,63546406000194,,0.1,Regra textual de derivativos/hedge; verificar observação e fonte.,Crédito PF,Consignado/INSS,alta,ativos_alvo: regex `\bINSS\b`,payroll_inss_public_private,,sem_percentual_parseavel,False
