Fundo,CNPJ,Cota/Classe,Tipo,Data deliberação,Data emissão / 1ª integralização,Data encerramento/oferta,Quantidade,Volume,VNU,Remuneração,Juros/remuneração,Amortização principal,Status/evidência,Fonte,Status curadoria
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,,,25/03/2026,Não identificada na extração offline,,,"R$1.000.000,00",,"Taxa DI + 5,50% a.a. | 25 de março de 2026. Clicksign afb204e5-3776-436a-9a87-16a2b0331c56 10 ÍNDICE 1. OBJETO 3 2. FORMA DE CONSTITUIÇÃO 3 3. PRAZO DE DURAÇÃO 4 4. PRESTADORES DE SERVIÇOS ESSENCIAIS 4 5. RESPONSABILIDADE DOS PRESTADORES DE SERVIÇOS 12 6. CUSTODIANTE 12 7. AGENTE DE COBRANÇA 14 8. CONSULTORA ESPECIALIZADA 14 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVIÇO 15 10. SUBSTITUIÇÃ…","Taxa DI + 5,50% a.a. | 25 de março de 2026. Clicksign afb204e5-3776-436a-9a87-16a2b0331c56 10 ÍNDICE 1. OBJETO 3 2. FORMA DE CONSTITUIÇÃO 3 3. PRAZO DE DURAÇÃO 4 4. PRESTADORES DE SERVIÇOS ESSENCIAIS 4 5. RESPONSABILIDADE DOS PRESTADORES DE SERVIÇOS 12 6. CUSTODIANTE 12 7. AGENTE DE COBRANÇA 14 8. CONSULTORA ESPECIALIZADA 14 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVIÇO 15 10. SUBSTITUIÇÃ…","DA 14 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVIÇO 15 10. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA E DA GESTORA 16 11. FATORES DE RISCO 17 12. POLÍTICA DE INVESTIMENTO, COMPOSIÇÃO E DIVERSIFICAÇÃO DA CARTEIRA 28 13. CUSTOS DE COBRANÇA 35 14. COTAS DO FUNDO 35 15. AMORTIZAÇÃO DAS COTAS 43 16. ORDEM DE ALOCAÇÃO DE RECURSOS 45 17. METODOLOGIA DE AVALIAÇÃO DOS ATIVOS…",evento de cota,1171206_regulamento_regulamento_1171206_2026-03-25.pdf · ID 1171206 · 25/03/2026,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,Cotas Seniores e da Subclasse de Cotas,Sênior,05/03/2024,Não identificada na extração offline,,,,,IAÇÃO DAS COTAS ................................................ 41 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 42 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 44 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 47 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,IAÇÃO DAS COTAS ................................................ 41 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 42 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 44 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 47 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,"V – COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ................................................................................ 32 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................... 33 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ......................................…",evento de cota,615964_regulamento_regulamento_615964_2024-03-05.pdf · ID 615964 · 05/03/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,1ª Série,,14/03/2024,Não identificada na extração offline,,,R$ 1.000,,"ontante ser aumentado em virtude do Lote Adicional, conforme definido abaixo; (iv) Distribuição Parcial e Montante Mínimo da Oferta: em virtude do regime da garantia firme de colocação, não haverá distribuição parcial e montante mínimo para a Oferta Pública; (v) Valor de Integralização: Valor Nominal Unitário, acrescido do Benchmark, calculada de forma pro rata temporis, desde a data da primeira integralização de Co…","ontante ser aumentado em virtude do Lote Adicional, conforme definido abaixo; (iv) Distribuição Parcial e Montante Mínimo da Oferta: em virtude do regime da garantia firme de colocação, não haverá distribuição parcial e montante mínimo para a Oferta Pública; (v) Valor de Integralização: Valor Nominal Unitário, acrescido do Benchmark, calculada de forma pro rata temporis, desde a data da primeira integralização de Co…","Prestadores de Serviços Essenciais da CLASSE A RESPONSABILIDADE LIMITADA DO CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO, classe de investimento em direitos creditórios inscrita no CNPJ sob o nº 54.218.673/0001-41 Classe constituída sob a forma de condomínio fechado, com prazo indeterminado de duração, pertencente ao CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO E…",evento de cota,622658_regulamento_regulamento_622658_2024-03-14.pdf · ID 622658 · 14/03/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,COTAS SENIORES DA 1ª (PRIMEIRA) SÉRIE DE,Sênior,14/03/2024,Não identificada na extração offline,,,"R$ 877.500.000,00",,,,,emissão,620348_emissao_emissao_620348_2024-03-14.pdf · ID 620348 · 14/03/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,Cotas Seniores e da Subclasse de Cotas Subordinadas,Sênior,14/03/2024,Não identificada na extração offline,,,,,NEGOCIAÇÃO DAS COTAS ................................................ 42 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 43 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 45 CAPÍTULO X REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 48 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A…,NEGOCIAÇÃO DAS COTAS ................................................ 42 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 43 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 45 CAPÍTULO X REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 48 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A…,"CAPÍTULO IV COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ................................................................................ 33 CAPÍTULO V CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................... 34 CAPÍTULO VI AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ..................................…",evento de cota,622660_regulamento_regulamento_622660_2024-03-14.pdf · ID 622660 · 14/03/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,COTAS SENIORES DA 1ª (PRIMEIRA) SÉRIE DE,Sênior,15/04/2024,Não identificada na extração offline,,,"R$ 1.000,00",,,,,emissão,640906_emissao_emissao_640906_2024-04-15.pdf · ID 640906 · 15/04/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,1ª Série,,22/04/2024,Não identificada na extração offline,,,"R$ 877.500.000,00",,,,,emissão,643240_emissao_emissao_643240_2024-04-22.pdf · ID 643240 · 22/04/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,COTAS SENIORES DA,Sênior,25/04/2024,Não identificada na extração offline,,,"R$ 877.500.000,00",,"âmbito da Oferta serão subscritas e integralizadas à vista, em moeda corrente nacional, nos termos dos respectivos Apêndices, respeitado o Prazo de 4/4 Distribuição e as demais condições do Contrato de Distribuição, do Regulamento e seus Anexos e dos pedidos de reserva. II. RESUMO DE CUSTOS ESTIMADOS DA OFERTA E REMUNERAÇÃO DEVIDA PELA CLASSE AOS COORDENADORES A tabela abaixo contém os custos estimados da Oferta e a…","âmbito da Oferta serão subscritas e integralizadas à vista, em moeda corrente nacional, nos termos dos respectivos Apêndices, respeitado o Prazo de 4/4 Distribuição e as demais condições do Contrato de Distribuição, do Regulamento e seus Anexos e dos pedidos de reserva. II. RESUMO DE CUSTOS ESTIMADOS DA OFERTA E REMUNERAÇÃO DEVIDA PELA CLASSE AOS COORDENADORES A tabela abaixo contém os custos estimados da Oferta e a…","rie da Emissão. DATA DE INÍCIO DA OFERTA 15 de abril de 2024. DATA DE ENCERRAMENTO DA OFERTA 22 de abril de 2024. SUBSCRIÇÃO E INTEGRALIZAÇÃO As Cotas Seniores da 1ª Série no âmbito da Oferta serão subscritas e integralizadas à vista, em moeda corrente nacional, nos termos dos respectivos Apêndices, respeitado o Prazo de 4/4 Distribuição e as demais condições do Contrato de Distribuição, do Regulamento e seus Anexos…",emissão,644981_emissao_emissao_644981_2024-04-25.pdf · ID 644981 · 25/04/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,Cotas Seniores e da Subclasse de Cotas,Sênior,23/12/2025,Não identificada na extração offline,,,,,IAÇÃO DAS COTAS ................................................ 42 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 43 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 45 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 49 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,IAÇÃO DAS COTAS ................................................ 42 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 43 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 45 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 49 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,"V – COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ................................................................................ 33 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................... 34 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ......................................…",evento de cota,1072697_regulamento_regulamento_1072697_2025-12-23.pdf · ID 1072697 · 23/12/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,Cotas Seniores emitidas em,Sênior,23/12/2025 10:00,Não identificada na extração offline,,,,,,,"se, os quais passarão a vigorar as seguintes redações: “13.7 Direito de Recompra Total dos Direitos Creditórios Cedidos. A Cedente terá a faculdade de, a seu exclusivo critério, adquirir, à vista, em moeda corrente nacional, os Direitos Creditórios Cedidos, desde que em montante ao menos superior ao necessário para o resgate da totalidade das Cotas Seniores em circulação , a partir do último ano do prazo de duração…",evento de cota,1072692_assembleia_assembleia_1072692_2025-12-23.pdf · ID 1072692 · 23/12/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,Cotas Seniores e da Subclasse de Cotas,Sênior,05/03/2024,Não identificada na extração offline,,,,,IAÇÃO DAS COTAS ................................................ 41 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 42 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 44 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 47 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,IAÇÃO DAS COTAS ................................................ 41 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 42 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 44 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 47 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,"V – COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ................................................................................ 32 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................... 33 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ......................................…",evento de cota,615966_regulamento_regulamento_615966_2024-03-05.pdf · ID 615966 · 05/03/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,1ª Série,,14/03/2024,Não identificada na extração offline,,,"R$ 1.000,00",,"ontante ser aumentado em virtude do Lote Adicional, conforme definido abaixo; (iv) Distribuição Parcial e Montante Mínimo da Oferta: em virtude do regime da garantia firme de colocação, não haverá distribuição parcial e montante mínimo para a Oferta Pública; (v) Valor de Integralização: Valor Nominal Unitário, acrescido do Benchmark, calculada de forma pro rata temporis, desde a data da primeira integralização de Co…","ontante ser aumentado em virtude do Lote Adicional, conforme definido abaixo; (iv) Distribuição Parcial e Montante Mínimo da Oferta: em virtude do regime da garantia firme de colocação, não haverá distribuição parcial e montante mínimo para a Oferta Pública; (v) Valor de Integralização: Valor Nominal Unitário, acrescido do Benchmark, calculada de forma pro rata temporis, desde a data da primeira integralização de Co…","restadores de Serviços Essenciais da CLASSE A RESPONSABILIDADE LIMITADA DO CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO, classe de investimento em direitos creditórios inscrita no CNPJ sob o nº 54.218.941/0001-25 Classe constituída sob a forma de condomínio fechado, com prazo indeterminado de duração, pertencente ao CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO…",evento de cota,622661_regulamento_regulamento_622661_2024-03-14.pdf · ID 622661 · 14/03/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,COTAS SENIORES DA 1ª (PRIMEIRA) SÉRIE DE,Sênior,14/03/2024,Não identificada na extração offline,,,"R$ 291.000.000,00",,,,,emissão,620351_emissao_emissao_620351_2024-03-14.pdf · ID 620351 · 14/03/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,Cotas Seniores e da Subclasse de Cotas Subordinadas,Sênior,14/03/2024,Não identificada na extração offline,,,,,NEGOCIAÇÃO DAS COTAS ................................................ 43 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 43 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 45 CAPÍTULO X REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 49 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A…,NEGOCIAÇÃO DAS COTAS ................................................ 43 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 43 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 45 CAPÍTULO X REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 49 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A…,"CAPÍTULO IV COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ................................................................................ 33 CAPÍTULO V CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................... 35 CAPÍTULO VI AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ..................................…",evento de cota,622662_regulamento_regulamento_622662_2024-03-14.pdf · ID 622662 · 14/03/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
