Fundo,CNPJ,Critério,Limite/regra,Monitorabilidade IME,Métrica IME / proxy,Condição de alerta sugerida,Observação técnica,Fonte,cnpj_digits,arquivo_origem_tabela,Chave,Status curadoria,Evento,Comparação,Limite,Monitoramento,Métrica IME sugerida,Comentário,Trecho/Fórmula
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,,nao_monitoravel,,,Extração local heurística; validar manualmente antes de ativar alerta.,939684_assembleia_assembleia_939684_2025-06-13.pdf · ID 939684,37511828000114,data/regulatory_knowledge/37511828000114.json,concentration_limits,,elegibilidade,<=,"2,5%",,,,"ão do item (c) do novo Anexo VIII – Limites de Concentração para elevação do limite de 2,5% (dois inteiros e cinco décimos por cento) para 5% (cinco por cento); ff. the amendment of item (c) of the new Annex VIII – Concentration Limits to increase the limit from 2.5% (two point five percent) to 5% (five percent); gg. a alteração do item (i) do novo Anexo VIII – Limites de Concentração para prever novo limite de conc…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,,nao_monitoravel,,,Extração local heurística; validar manualmente antes de ativar alerta.,939684_assembleia_assembleia_939684_2025-06-13.pdf · ID 939684,37511828000114,data/regulatory_knowledge/37511828000114.json,concentration_limits,,elegibilidade,<=,15%,,,,II – Limites de Concentração para prever novo limite de concentração aplicável a Devedor CCB Comerciante classificado como segmento offline pelo Mercado Pago; gg. the amendment of item (i) of the new Annex VIII – Concentration Limits to establish a new concentration limit applicable to CCB Merchant Debtors classified as offline segment by Mercado Pago; hh. a alteração do item (j) do novo Anexo VIII – Limites de Conc…
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,939685_regulamento_regulamento_939685_2025-06-13.pdf · ID 939685,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,>=,10%,,,,o Reais para Dólares Norte Americanos (utilizando-se o preço de fechamento divulgado pela Bloomberg L.P. ou por qualquer sucessor da mesma) de um Dia Útil; e (ii) a menor taxa de câmbio de Reais para Dólares Norte Americanos verificada no período de 60 sessenta dias anteriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização “Razão de Su…
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,939685_regulamento_regulamento_939685_2025-06-13.pdf · ID 939685,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,>=,"9,5%",,,,"rá aumento no percentual acima equivalente à diferença do Índice Histórico de Inadimplência Consumidor e 9,5% (nove inteiros e cinco décimos por cento); (c) caso o Índice Histórico de Inadimplência Comerciante esteja acima de 7% (sete por cento) até julho de 2025, haverá aumento no percentual acima equivalente à diferença do Índice Histórico de Inadimplência Comerciante e 7% (sete inteiros por cento). A Razão de Sub…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,939685_regulamento_regulamento_939685_2025-06-13.pdf · ID 939685,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,>=,7%,,,,"eja acima de 7% (sete por cento) até julho de 2025, haverá aumento no percentual acima equivalente à diferença do Índice Histórico de Inadimplência Comerciante e 7% (sete inteiros por cento). A Razão de Subordinação Júnior será calculada diariamente pelo Gestor e disponibilizada mensalmente, em cada Data de Cálculo, por meio do Relatório de Acompanhamento, sendo certo que, em caso de desenquadramento da Razão de Sub…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,939685_regulamento_regulamento_939685_2025-06-13.pdf · ID 939685,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_evaluation_event,,avaliação,<=,8%,,,,s calendário de referência; pela (ii) média diária do Valor Principal da totalidade dos Direitos Creditórios Para Fins de Juros Excedentes no mês calendário de referência. O Índice de Juros Excedente será calculado e disponibilizado pelo Gestor por meio do Relatório de Acompanhamento. “Índice Histórico de Inadimplência Comerciante” (Historical Merchant Default Rate) Significa: (i) para fins de verificação de Evento…
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,939685_regulamento_regulamento_939685_2025-06-13.pdf · ID 939685,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_evaluation_event,,avaliação,<=,8%,,,,"e equivalente a 8% (oito por cento); e (ii) para fins de verificação de Evento de Amortização Acelerada, o índice equivalente a 7% (sete por cento). O Índice Histórico de Inadimplência Comerciante será calculado e disponibilizado pelo Gestor por meio do Relatório de Acompanhamento. 32 “Índice Histórico de Inadimplência Consumidor” (Historical Consumer Default Rate) Significa: (i) para fins de verificação de Evento d…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,939685_regulamento_regulamento_939685_2025-06-13.pdf · ID 939685,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"termos e condições descritos neste Regulamento e no Contrato de Prestação de Serviços de Cobrança. “Agente de Recebimento” (Receiving Agent) Significa o Mercado Pago, contratado para prestação de serviços de agente de recebimento dos Direitos Creditórios do Fundo. “Agente Escriturador” (Bookepping Agent) Significa o Administrador, na qualidade de instituição responsável pela escrituração das Cotas do Fundo. “Alocaçã…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,939685_regulamento_regulamento_939685_2025-06-13.pdf · ID 939685,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"Classificadora de Risco” (Risk Rating Agency) Significa q ualquer agência de classificação de risco autorizada a prestar tais serviços junto a CVM que tenha sido contratada pelo Fundo para avaliação de risco das Cotas, conforme aplicável. “Agente de Cobrança CCB ” ou “Agente de Cobrança” (CCB Collection Agent or Collection Agent) Significa o Mercado Pago, contratado para prestação dos serviços de cobrança dos Direit…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,,nao_monitoravel,,,Extração local heurística; validar manualmente antes de ativar alerta.,939685_regulamento_regulamento_939685_2025-06-13.pdf · ID 939685,37511828000114,data/regulatory_knowledge/37511828000114.json,concentration_limits,,elegibilidade,>=,240%,,,,"9. inexistência de ação judicial ou outros procedimentos judiciais, arbitrais ou administrativos aplicáveis em curso perante qualquer autoridade competente com relação a tal Direito Creditório ou seus Documentos Comprobatórios; e 138 10. a taxa de juros anual (“APR”) dos Direitos Creditórios CCB Consumidor Adquiridos seja igual ou inferior a 240% (duzentos e quarenta por cento). 139 ANEXO VIII - LIMITES DE CONCENTRA…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,,parcial,Posições mantidas em derivativos,,Extração local heurística; validar manualmente antes de ativar alerta.,939685_regulamento_regulamento_939685_2025-06-13.pdf · ID 939685,37511828000114,data/regulatory_knowledge/37511828000114.json,permitted_hedges,,enquadramento,texto,20%,,,,"íficas abertas no Sistema Especial de Liquidação e de Custódia – SELIC, ou junto às Pessoas autorizadas à prestação desse serviço pelo Banco Central ou pela CVM. 5.7. O Fundo não poderá realizar operações day trade , assim consideradas aquelas iniciadas e encerradas no mesmo dia. 5.8. Observado o disposto no artigo 44, parágrafo 2º, do Anexo Normativo II, da Resolução CVM 175 , o Fundo poderá contratar operações de…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,,parcial,Posições mantidas em derivativos,,Extração local heurística; validar manualmente antes de ativar alerta.,939685_regulamento_regulamento_939685_2025-06-13.pdf · ID 939685,37511828000114,data/regulatory_knowledge/37511828000114.json,permitted_hedges,,enquadramento,texto,,,,,"s podem ser adversamente afetados por mudanças nas políticas governamentais, bem como por: (a) flutuações das taxas de câmbio; (b) alterações na inflação; (c) alterações nas taxas de juros; (d) alterações na política fiscal; e (e) outros eventos políticos, diplomáticos, sociais e econômicos que possam afetar o Brasil, ou os mercados internacionais. Além disso, o Fundo somente poderá realizar operações em mercados de…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,1019776_regulamento_regulamento_1019776_2025-10-20.pdf · ID 1019776,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,>=,10%,,,,de câmbio Reais para Dólares Norte Americanos (utilizando-se o preço de fechamento divulgado pela Bloomberg L.P. ou por qualquer sucessor da mesma) de um Dia Útil; e (ii) a menor taxa de câmbio de Reais para Dólares Norte Americanos verificada no período de 60 sessenta dias anteriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização “Raz…
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,1019776_regulamento_regulamento_1019776_2025-10-20.pdf · ID 1019776,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,>=,"9,5%",,,,"to), haverá aumento no percentual acima equivalente à diferença do Índice Histórico de Inadimplência Consumidor e 9,5% (nove inteiros e cinco décimos por cento); (c) caso o Índice Histórico de Inadimplência Comerciante esteja acima de 7% (sete por cento) até julho de 2025, haverá aumento no percentual acima equivalente à diferença do Índice Histórico de Inadimplência Comerciante e 7% (sete inteiros por cento). A Raz…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,1019776_regulamento_regulamento_1019776_2025-10-20.pdf · ID 1019776,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,>=,7%,,,,"iante esteja acima de 7% (sete por cento) até julho de 2025, haverá aumento no percentual acima equivalente à diferença do Índice Histórico de Inadimplência Comerciante e 7% (sete inteiros por cento). A Razão de Subordinação Júnior será calculada diariamente pelo Gestor e disponibilizada mensalmente, em cada Data de Cálculo, por meio do Relatório de Acompanhamento, sendo certo que, em caso de desenquadramento da Raz…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,1019776_regulamento_regulamento_1019776_2025-10-20.pdf · ID 1019776,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_evaluation_event,,avaliação,<=,8%,,,,Sênior no mês calendário de referência; pela (ii) média diária do Valor Principal da totalidade dos Direitos Creditórios Para Fins de Juros Excedentes no mês calendário de referência. O Índice de Juros Excedente será calculado e disponibilizado pelo Gestor por meio do Relatório de Acompanhamento. “Índice Histórico de Inadimplência Comerciante” (Historical Merchant Default Rate) Significa: (i) para fins de verificaçã…
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,1019776_regulamento_regulamento_1019776_2025-10-20.pdf · ID 1019776,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_evaluation_event,,avaliação,<=,8%,,,,"aliação, oíndice equivalente a8% (oito por cento); e (ii) para fins de verificação de Evento de Amortização Acelerada, o índice equivalente a7% (sete por cento). O Índice Histórico de Inadimplência Comerciante será calculado e disponibilizado pelo Gestor por meio do Relatório de Acompanhamento. 32 “Índice Histórico de Inadimplência Consumidor” (Historical Consumer Default Rate)Significa: (i) para fins de verificação…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,1019776_regulamento_regulamento_1019776_2025-10-20.pdf · ID 1019776,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"ão pagos, nos termos e condições descritos neste Regulamento e no Contrato de Prestação de Serviços de Cobrança. “Agente de Recebimento” (Receiving Agent)Significa o Mercado Pago, contratado para prestação de serviços de agente de recebimento dos Direitos Creditórios do Fundo. “Agente Escriturador” (Bookepping Agent) Significa o Administrador, na qualidade de instituição responsável pela escrituração das Cotas do Fu…"
