priority_rank,review_wave,review_reason,cnpj_emissor,nome_emissor,setor_n1,setor_n2,confidence,linhas_oferta,volume_total_registrado,volume_encerrado_conservador,platform_coverage_level,classification_evidence,expected_primary_docs,review_goal
1,Onda 1 - top 50 por volume,confianca_media_alto_volume,63662224000189,FIDC SANTANDER AUTO LOANS I SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,Crédito PF,Auto/Veículos,media,1,3000000000.0,3000000000.0,sem_curadoria_local,nome_emissor: regex `\bAUTO\b`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
660,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,55411764000161,OPENSEA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,2,8000000.0,8000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
661,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,51919474000172,ARMORCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,2,7700000.08,7700000.08,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
662,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,35476474000199,CENTRAL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,2,7700000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
663,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,60306067000180,CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,2,7200000.0,4500000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
664,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,54979338000166,MEDITERRANEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,7000000.0,7000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
665,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,52258572000179,ALGARVE TETRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,2,6500000.01,6500000.01,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
666,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,54543217000177,MM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,6500000.0,6500000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
667,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,32400342000195,KYKLOS N FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,6000000.0,6000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
668,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,39703077000163,QANTIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,6000000.0,6000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
669,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,58594079000106,EXT II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,6000000.0,6000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
670,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,26545364000140,MT - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PARADONIZADOS,Não classificado,Revisar manualmente,baixa,2,5999999.99,5999999.99,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
671,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,65513960000109,INFINITUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,5500000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
672,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,60776251000194,MACRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,2,5400000.0,2700000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
673,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,55330962000109,LEGATUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,2,5000010.2,5000010.2,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
674,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,53323047000152,EDUCBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,1,5000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
675,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,58601042000168,M CASTRO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,5000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
676,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,57926086000103,PUSH TRADE FINANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
677,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,55847813000103,SIZE PROSP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
678,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,55847499000169,SIZE FACIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
679,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,54776077000187,MARANATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
680,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,60209130000160,WFOUR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
681,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,53108017000123,MZX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
682,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,28796939000123,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ MULTIESTRATÉGIA I DE RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
683,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,26199650000100,MERCANTIL DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTI OPEN I,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
684,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,46082838000172,ENGENHO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
685,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,37406818000119,ARTESANAL REAL ESTATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
686,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,41673514000195,CENTAURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
687,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,54095003000185,TPC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,4500000.0,4500000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
688,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,54619680000155,SOMOS FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,4352000.0,4352000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
689,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,62786631000135,MORISCO SPECIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,4323000.0,4323000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
